"teamName","inGameName","checkedInAt"
"Don't Steal My Rice Bowl","Nagano Chuck","Fri Jun 17 2016 23:02:13 GMT+0000 (UTC)"
"Don't Steal My Rice Bowl","AniLuHen","Fri Jun 17 2016 23:02:13 GMT+0000 (UTC)"
"Pink Unicorns","irn mon",
"Pink Unicorns","penisfinger",
"BullDogs","fastcheater",
"BullDogs","Lolyawningsheep",
"2 Goals 1 Cup","Chubby Unicorn","Fri Jun 17 2016 23:27:30 GMT+0000 (UTC)"
"2 Goals 1 Cup","Daberino","Fri Jun 17 2016 23:27:30 GMT+0000 (UTC)"
"Gayboys","Trentgator","Fri Jun 17 2016 23:24:05 GMT+0000 (UTC)"
"Gayboys","JuCurls","Fri Jun 17 2016 23:24:05 GMT+0000 (UTC)"
"TeamProdigy","Prodigy | Heist","Fri Jun 17 2016 23:03:53 GMT+0000 (UTC)"
"Noobar","Saif","Fri Jun 17 2016 23:00:22 GMT+0000 (UTC)"
"Noobar","RvdSebaz","Fri Jun 17 2016 23:00:22 GMT+0000 (UTC)"
"TheFatCacks","BigD",
"TheFatCacks","E@zyD",
"TeamProdigy","Prodigy | sumlol","Fri Jun 17 2016 23:03:53 GMT+0000 (UTC)"
"AutoBOTS","BOT Ace",
"AutoBOTS","BOT® Carol",
"Ree Boyz","Curiosity",
"Ree Boyz","L♥ver bot",
"StormBreakers","Ninja903xx","Fri Jun 17 2016 23:07:01 GMT+0000 (UTC)"
"Ironhype","J.RAx","Fri Jun 17 2016 23:06:04 GMT+0000 (UTC)"
"Ironhype","Attackerby","Fri Jun 17 2016 23:06:04 GMT+0000 (UTC)"
"Whiff City United","KYDA","Fri Jun 17 2016 23:30:52 GMT+0000 (UTC)"
"StormBreakers","Emperor_Ghost","Fri Jun 17 2016 23:07:01 GMT+0000 (UTC)"
"StormBreakers","TheBreadenator","Fri Jun 17 2016 23:07:01 GMT+0000 (UTC)"
"SCRVB Life","SCRVB-JDUB_306","Fri Jun 17 2016 23:09:56 GMT+0000 (UTC)"
"SCRVB Life","SCRVB-RJReid","Fri Jun 17 2016 23:09:56 GMT+0000 (UTC)"
"FakeOut Nation","Nexate","Fri Jun 17 2016 23:34:43 GMT+0000 (UTC)"
"FakeOut Nation","CorruptedG","Fri Jun 17 2016 23:34:43 GMT+0000 (UTC)"
"Ethereal","FamiliarLeaf","Fri Jun 17 2016 23:55:47 GMT+0000 (UTC)"
"Ethereal","Zaps","Fri Jun 17 2016 23:55:47 GMT+0000 (UTC)"
"StormBreakers","James-Lee-Ginja","Fri Jun 17 2016 23:07:01 GMT+0000 (UTC)"
"RedBe","RedaBe",
"RedBe","Ottoeh",
"The League Runners","predator",
"The League Runners","hunter",
"FakeOut Nation","Haku","Fri Jun 17 2016 23:34:43 GMT+0000 (UTC)"
"No Problem.","G O D A N","Fri Jun 17 2016 23:15:42 GMT+0000 (UTC)"
"The Locomotives","Roughknite","Fri Jun 17 2016 23:00:48 GMT+0000 (UTC)"
"vVv Gaming","PxlBuzzard","Fri Jun 17 2016 23:05:05 GMT+0000 (UTC)"
"Crown & Jewels","MaximoRL","Fri Jun 17 2016 23:59:39 GMT+0000 (UTC)"
"Blue Smurf Squad","ExAssassin","Fri Jun 17 2016 23:34:00 GMT+0000 (UTC)"
"Blacklight Gaming","CrazyUncleWillie","Fri Jun 17 2016 23:52:48 GMT+0000 (UTC)"
"Blacklight Gaming","MOJO","Fri Jun 17 2016 23:52:48 GMT+0000 (UTC)"
"Unknown","Gatoscrim","Fri Jun 17 2016 23:00:25 GMT+0000 (UTC)"
"No Problem.","Freedom","Fri Jun 17 2016 23:15:42 GMT+0000 (UTC)"
"No Problem.","Krames","Fri Jun 17 2016 23:15:42 GMT+0000 (UTC)"
"No Problem.","DuO","Fri Jun 17 2016 23:15:42 GMT+0000 (UTC)"
"Unknown","SoulHunter","Fri Jun 17 2016 23:00:25 GMT+0000 (UTC)"
"Juvebentus","Dosma","Fri Jun 17 2016 23:02:50 GMT+0000 (UTC)"
"vVv Gaming","Azazel","Fri Jun 17 2016 23:05:05 GMT+0000 (UTC)"
"Make 'em Pay","KiNG","Fri Jun 17 2016 23:00:32 GMT+0000 (UTC)"
"Quasar Knights","Takashiro","Fri Jun 17 2016 23:00:08 GMT+0000 (UTC)"
"vVv Gaming","Ecko","Fri Jun 17 2016 23:05:05 GMT+0000 (UTC)"
"Quasar Knights","Dirrty Harry","Fri Jun 17 2016 23:00:08 GMT+0000 (UTC)"
"Quasar Knights","Agent207","Fri Jun 17 2016 23:00:08 GMT+0000 (UTC)"
"vVv Gaming","Alcapwn","Fri Jun 17 2016 23:05:05 GMT+0000 (UTC)"
"Quasar Knights","bearsmwx10","Fri Jun 17 2016 23:00:08 GMT+0000 (UTC)"
"Hardcore Boostiality","Rito_Dorito","Fri Jun 17 2016 23:07:09 GMT+0000 (UTC)"
"The Frozen North","Breakfast Goodies","Fri Jun 17 2016 23:23:25 GMT+0000 (UTC)"
"Last Minute Team","Brebs","Fri Jun 17 2016 23:04:13 GMT+0000 (UTC)"
"Unknown","Reigns","Fri Jun 17 2016 23:00:25 GMT+0000 (UTC)"
"The Frozen North","ape af","Fri Jun 17 2016 23:23:25 GMT+0000 (UTC)"
"Ree Boyz","monted",
"Proruption Gaming","Dr. Hentai","Fri Jun 17 2016 23:00:30 GMT+0000 (UTC)"
"Proruption Gaming","Agoney","Fri Jun 17 2016 23:00:30 GMT+0000 (UTC)"
"Proruption Gaming","Gagey12842","Fri Jun 17 2016 23:00:30 GMT+0000 (UTC)"
"Hardcore Boostiality","Fmds","Fri Jun 17 2016 23:07:09 GMT+0000 (UTC)"
"Hardcore Boostiality","Velum","Fri Jun 17 2016 23:07:09 GMT+0000 (UTC)"
"Hardcore Boostiality","Dat Boi","Fri Jun 17 2016 23:07:09 GMT+0000 (UTC)"
"Make 'em Pay","C0M0D0","Fri Jun 17 2016 23:00:32 GMT+0000 (UTC)"
"The Frozen North","ninjasebfan","Fri Jun 17 2016 23:23:25 GMT+0000 (UTC)"
"Tinyfin Attackers","DwSkillz72","Fri Jun 17 2016 23:08:08 GMT+0000 (UTC)"
"Tinyfin Attackers","Corn Bread","Fri Jun 17 2016 23:08:08 GMT+0000 (UTC)"
"Tinyfin Attackers","brycehwl3","Fri Jun 17 2016 23:08:08 GMT+0000 (UTC)"
"Ethereal","Sneaky","Fri Jun 17 2016 23:55:47 GMT+0000 (UTC)"
"The Legends","Worm_God | TL","Fri Jun 17 2016 23:14:40 GMT+0000 (UTC)"
"TheFatCacks","iNSanity",
"The Wet Dream","Triplet29","Fri Jun 17 2016 23:28:34 GMT+0000 (UTC)"
"The Wet Dream","Gweeds95","Fri Jun 17 2016 23:28:34 GMT+0000 (UTC)"
"The Wet Dream","XJUMPGANGX","Fri Jun 17 2016 23:28:34 GMT+0000 (UTC)"
"Kebapi Fc","Danielson9994",
"The League Runners","Hunter",
"Elysian eSports","Araussi","Fri Jun 17 2016 23:10:32 GMT+0000 (UTC)"
"Maximum Effort","Doughnut King","Fri Jun 17 2016 23:02:53 GMT+0000 (UTC)"
"Maximum Effort","Sisco","Fri Jun 17 2016 23:02:53 GMT+0000 (UTC)"
"Make 'em Pay","BIGJosher","Fri Jun 17 2016 23:00:32 GMT+0000 (UTC)"
"Crowd Control","Blaze","Fri Jun 17 2016 23:03:57 GMT+0000 (UTC)"
"Crowd Control","Kattastrophy","Fri Jun 17 2016 23:03:57 GMT+0000 (UTC)"
"Crowd Control","xLuCid","Fri Jun 17 2016 23:03:57 GMT+0000 (UTC)"
"Crowd Control","lostpaw","Fri Jun 17 2016 23:03:57 GMT+0000 (UTC)"
"Team Paraguay","(TEAM BDB) ROBERTIN",
"Crowd Control","Forebones","Fri Jun 17 2016 23:03:57 GMT+0000 (UTC)"
"Team Paraguay","(TEAM BDB) FALCAO FASCIATUS",
"Juvebentus","MariachiU","Fri Jun 17 2016 23:02:50 GMT+0000 (UTC)"
"Juvebentus","Caudark","Fri Jun 17 2016 23:02:50 GMT+0000 (UTC)"
"Juvebentus","Luink","Fri Jun 17 2016 23:02:50 GMT+0000 (UTC)"
"Dishonored","killrnite",
"The Gassy Mexicans","SeekNDstroy","Fri Jun 17 2016 23:01:59 GMT+0000 (UTC)"
"The Gassy Mexicans","MLG_TacoBELL_CA$H!ER","Fri Jun 17 2016 23:01:59 GMT+0000 (UTC)"
"Momentum","Watsupmijo_24","Fri Jun 17 2016 23:13:35 GMT+0000 (UTC)"
"Momentum","Buzzeater","Fri Jun 17 2016 23:13:35 GMT+0000 (UTC)"
"Momentum","Timi_f","Fri Jun 17 2016 23:13:35 GMT+0000 (UTC)"
"HYPE Gaming","macPSU","Fri Jun 17 2016 23:04:15 GMT+0000 (UTC)"
"Dishonored","Disgruntled 1800's Industialist",
"Dishonored","tr0b",
"HYPE Gaming","Munchkinator","Fri Jun 17 2016 23:04:15 GMT+0000 (UTC)"
"HYPE Gaming","Javi Sweatpants","Fri Jun 17 2016 23:04:15 GMT+0000 (UTC)"
"HYPE Gaming","Kaiijuu","Fri Jun 17 2016 23:04:15 GMT+0000 (UTC)"
"HYPE Gaming","A Pudgy Badger","Fri Jun 17 2016 23:04:15 GMT+0000 (UTC)"
"Lucky Bounce","J_knaps","Fri Jun 17 2016 23:01:24 GMT+0000 (UTC)"
"Maximum Effort","Red","Fri Jun 17 2016 23:02:53 GMT+0000 (UTC)"
"Kebapi Fc","Sharkgeetee",
"Kebapi Fc","p0nti__",
"The League Runners","Bastion",
"Team Paraguay","Dourado",
"Momentum","Dappur","Fri Jun 17 2016 23:13:35 GMT+0000 (UTC)"
"OS CARA LA","OCL | IBRAKAYQUEOVIC","Fri Jun 17 2016 23:01:04 GMT+0000 (UTC)"
"OS CARA LA","OCL | IBRAKAYQUEOVIC","Fri Jun 17 2016 23:01:04 GMT+0000 (UTC)"
"OS CARA LA","OCL | KAUAN","Fri Jun 17 2016 23:01:04 GMT+0000 (UTC)"
"OS CARA LA","ProKiller Brabo","Fri Jun 17 2016 23:01:04 GMT+0000 (UTC)"
"The Maneaters","Urll Bunyon","Fri Jun 17 2016 23:02:17 GMT+0000 (UTC)"
"Cowboys from Hell","Doc_Duder","Fri Jun 17 2016 23:14:01 GMT+0000 (UTC)"
"Crowd Control","GoldSteel87","Fri Jun 17 2016 23:03:57 GMT+0000 (UTC)"
"Cowboys from Hell","effnTEXAS","Fri Jun 17 2016 23:14:01 GMT+0000 (UTC)"
"Cowboys from Hell","TexasTigerz281","Fri Jun 17 2016 23:14:01 GMT+0000 (UTC)"
"The Hart Foundation","Bret ""The Hitman"" Hart","Fri Jun 17 2016 23:09:17 GMT+0000 (UTC)"
"Fusion","Jarl","Fri Jun 17 2016 23:00:43 GMT+0000 (UTC)"
"SCRVB Life","SCRVB-jwutke","Fri Jun 17 2016 23:09:56 GMT+0000 (UTC)"
"Lost Marbles","Ewok_360","Fri Jun 17 2016 23:00:06 GMT+0000 (UTC)"
"StormBreakers","James-Lee-Ginja","Fri Jun 17 2016 23:07:01 GMT+0000 (UTC)"
"Ironhype","Loomin | Twitch.tv/Ironhype","Fri Jun 17 2016 23:06:04 GMT+0000 (UTC)"
"Fusion","Sm0k","Fri Jun 17 2016 23:00:43 GMT+0000 (UTC)"
"Fusion","MarzRL","Fri Jun 17 2016 23:00:43 GMT+0000 (UTC)"
"Fusion","Glaxo","Fri Jun 17 2016 23:00:43 GMT+0000 (UTC)"
"Whiff City United","Papa Johns","Fri Jun 17 2016 23:30:52 GMT+0000 (UTC)"
"Whiff City United","Ntkiller","Fri Jun 17 2016 23:30:52 GMT+0000 (UTC)"
"WRECKnation","JacobRC02","Fri Jun 17 2016 23:04:25 GMT+0000 (UTC)"
"The Locomotives","-_Zomb_-","Fri Jun 17 2016 23:00:48 GMT+0000 (UTC)"
"The Trashbags","Derposaurus","Fri Jun 17 2016 23:22:42 GMT+0000 (UTC)"
"The Trashbags","Babirusa","Fri Jun 17 2016 23:22:42 GMT+0000 (UTC)"
"The Trashbags","Castallo","Fri Jun 17 2016 23:22:42 GMT+0000 (UTC)"
"SxEs Squad","Wolfie","Fri Jun 17 2016 23:00:11 GMT+0000 (UTC)"
"SxEs Squad","PrezonCraft","Fri Jun 17 2016 23:00:11 GMT+0000 (UTC)"
"SxEs Squad","Calculated","Fri Jun 17 2016 23:00:11 GMT+0000 (UTC)"
"TheFatties","jackpugh10",
"TheFatties","RAZOR_BLADE_JJ",
"TheFatties","fatal_injection9",
"WRECKnation","geaux1234","Fri Jun 17 2016 23:04:25 GMT+0000 (UTC)"
"The Hart Foundation","Davey Boy Smith","Fri Jun 17 2016 23:09:17 GMT+0000 (UTC)"
"The Hart Foundation","Jim ""The Anvil"" Neidhart","Fri Jun 17 2016 23:09:17 GMT+0000 (UTC)"
"WRECKnation","|WN| Miloka","Fri Jun 17 2016 23:04:25 GMT+0000 (UTC)"
"WRECKnation","DEADSOLDIER0001","Fri Jun 17 2016 23:04:25 GMT+0000 (UTC)"
"Lost Connection Team","GrandDorko","Fri Jun 17 2016 23:00:18 GMT+0000 (UTC)"
"Lost Connection Team","Hipster Rambo","Fri Jun 17 2016 23:00:18 GMT+0000 (UTC)"
"Lost Connection Team","Wolf O'Donnell","Fri Jun 17 2016 23:00:18 GMT+0000 (UTC)"
"The Legends","D.kZ ||Alpha||","Fri Jun 17 2016 23:14:40 GMT+0000 (UTC)"
"TeamProdigy","Prodigy | Aegis","Fri Jun 17 2016 23:03:53 GMT+0000 (UTC)"
"[THE LIONS]","[LION] killxdude",
"AutoBOTS","BOT® Prad",
"The Legends","Swoona","Fri Jun 17 2016 23:14:40 GMT+0000 (UTC)"
"The Locomotives","doodlefolks","Fri Jun 17 2016 23:00:48 GMT+0000 (UTC)"
"[THE LIONS]","[LION] bmxblaster",
"Aerial Acrobats","SaberisHere","Fri Jun 17 2016 23:00:56 GMT+0000 (UTC)"
"Blue Smurf Squad","Fishirboy","Fri Jun 17 2016 23:34:00 GMT+0000 (UTC)"
"Aerial Acrobats","Ballin'","Fri Jun 17 2016 23:00:56 GMT+0000 (UTC)"
"Blue Smurf Squad","Tony Cheese","Fri Jun 17 2016 23:34:00 GMT+0000 (UTC)"
"Aerial Acrobats","🐉 Dodo»NL« 🐉","Fri Jun 17 2016 23:00:56 GMT+0000 (UTC)"
"Turtle Squad","BMX_TOBIN","Fri Jun 17 2016 23:00:12 GMT+0000 (UTC)"
"Blue Smurf Squad","Keveyy","Fri Jun 17 2016 23:34:00 GMT+0000 (UTC)"
"Noobar","Blackniss_","Fri Jun 17 2016 23:00:22 GMT+0000 (UTC)"
"Gayboys","MattyMatt97","Fri Jun 17 2016 23:24:05 GMT+0000 (UTC)"
"The Gassy Mexicans","KCurse","Fri Jun 17 2016 23:01:59 GMT+0000 (UTC)"
"Quantum","dudeuncharted","Fri Jun 17 2016 23:00:41 GMT+0000 (UTC)"
"2 Goals 1 Cup","DebatablyClutch","Fri Jun 17 2016 23:27:30 GMT+0000 (UTC)"
"Tableround Carries","Matoro","Fri Jun 17 2016 23:10:42 GMT+0000 (UTC)"
"Quantum","xerfs","Fri Jun 17 2016 23:00:41 GMT+0000 (UTC)"
"Quantum","illuminati confirmed","Fri Jun 17 2016 23:00:41 GMT+0000 (UTC)"
"Tableround Carries","Tableround","Fri Jun 17 2016 23:10:42 GMT+0000 (UTC)"
"Tableround Carries","elrel","Fri Jun 17 2016 23:10:42 GMT+0000 (UTC)"
"Tableround Carries","JC","Fri Jun 17 2016 23:10:42 GMT+0000 (UTC)"
"Tableround Carries","Andus","Fri Jun 17 2016 23:10:42 GMT+0000 (UTC)"
"SUIT Goes Rocket","Qwebb102","Fri Jun 17 2016 23:05:29 GMT+0000 (UTC)"
"The Maneaters","Hollywood Bobo","Fri Jun 17 2016 23:02:17 GMT+0000 (UTC)"
"The Maneaters","klickityclacks","Fri Jun 17 2016 23:02:17 GMT+0000 (UTC)"
"BullDogs","KiLLer X WaVez",
"Don't Steal My Rice Bowl","No1bountyhunter","Fri Jun 17 2016 23:02:13 GMT+0000 (UTC)"
"Meade St. Mauraders","ryhartattack","Fri Jun 17 2016 23:01:08 GMT+0000 (UTC)"
"Lost Marbles","DesertRose","Fri Jun 17 2016 23:00:06 GMT+0000 (UTC)"
"Pink Unicorns","Doge",
"vVv Gaming","HadABradDay","Fri Jun 17 2016 23:05:05 GMT+0000 (UTC)"
"Identity Crisis","IC | Alec","Fri Jun 17 2016 23:01:46 GMT+0000 (UTC)"
"Lost Marbles","DeadRose","Fri Jun 17 2016 23:00:06 GMT+0000 (UTC)"
"Rubber Ducks","satthew","Fri Jun 17 2016 23:11:50 GMT+0000 (UTC)"
"Last Minute Team","Sucellos","Fri Jun 17 2016 23:04:13 GMT+0000 (UTC)"
"Last Minute Team","Paco Sinbad","Fri Jun 17 2016 23:04:13 GMT+0000 (UTC)"
"Cupcake Bandits","PatrickORourke","Fri Jun 17 2016 23:22:24 GMT+0000 (UTC)"
"RedBe","RedaBe",
"Welcome to Moe's","Siideliinehero","Fri Jun 17 2016 23:00:14 GMT+0000 (UTC)"
"Cupcake Bandits","Myself","Fri Jun 17 2016 23:22:24 GMT+0000 (UTC)"
"Cupcake Bandits","Tufguy","Fri Jun 17 2016 23:22:24 GMT+0000 (UTC)"
"Welcome to Moe's","Leduar19","Fri Jun 17 2016 23:00:14 GMT+0000 (UTC)"
"Dishonored","Are Memes An Instrument?",
"Identity Crisis","IC | Sona","Fri Jun 17 2016 23:01:46 GMT+0000 (UTC)"
"Lucky Bounce","Torment","Fri Jun 17 2016 23:01:24 GMT+0000 (UTC)"
"Lucky Bounce","Timbathy","Fri Jun 17 2016 23:01:24 GMT+0000 (UTC)"
"Lucky Bounce","DarkFire","Fri Jun 17 2016 23:01:24 GMT+0000 (UTC)"
"Welcome to Moe's","Ike_Knight","Fri Jun 17 2016 23:00:14 GMT+0000 (UTC)"
"A Passing Fancy","Hypnagogia0","Fri Jun 17 2016 23:01:37 GMT+0000 (UTC)"
"Elysian eSports","Jerry","Fri Jun 17 2016 23:10:32 GMT+0000 (UTC)"
"Empyreal","EMP Bell","Fri Jun 17 2016 23:05:21 GMT+0000 (UTC)"
"Empyreal","EMP Fireworks","Fri Jun 17 2016 23:05:21 GMT+0000 (UTC)"
"Empyreal","EMP Overdosed Joey","Fri Jun 17 2016 23:05:21 GMT+0000 (UTC)"
"Cursed Legion","[LOST]WarDog360","Fri Jun 17 2016 23:01:43 GMT+0000 (UTC)"
"Elysian eSports","HeFty","Fri Jun 17 2016 23:10:32 GMT+0000 (UTC)"
"TwisteD eSports","Can't Do Aerials","Fri Jun 17 2016 23:07:12 GMT+0000 (UTC)"
"Identity Crisis","E_M_E_T","Fri Jun 17 2016 23:01:46 GMT+0000 (UTC)"
"Empyreal","EMP Dareyck","Fri Jun 17 2016 23:05:21 GMT+0000 (UTC)"
"Blacklight Gaming","QBean13","Fri Jun 17 2016 23:52:48 GMT+0000 (UTC)"
"Identity Crisis","IC | Blore","Fri Jun 17 2016 23:01:46 GMT+0000 (UTC)"
"Barely Legal","Shamu","Fri Jun 17 2016 23:00:19 GMT+0000 (UTC)"
"Socanellas team","Socanellas",
"Dedicated Few","{Few} Kain","Fri Jun 17 2016 23:08:29 GMT+0000 (UTC)"
