"teamName","inGameName","checkedInAt"
"Exciision Gaming RL","VeNoMz",
"Squid Squad","FoS_R3COv3ry","Fri Aug 12 2016 23:06:41 GMT+0000 (UTC)"
"Exciision Gaming RL","Kenji",
"Breakfast At 9","Silver_Saviior","Fri Aug 12 2016 23:03:54 GMT+0000 (UTC)"
"Synergized","cinamon22","Fri Aug 12 2016 23:05:59 GMT+0000 (UTC)"
"Synergized","cinamon22","Fri Aug 12 2016 23:05:59 GMT+0000 (UTC)"
"Free Ballerz","Imp","Fri Aug 12 2016 23:05:04 GMT+0000 (UTC)"
"Free Ballerz","Toe the Goat","Fri Aug 12 2016 23:05:04 GMT+0000 (UTC)"
"Synergized","beezycareezy","Fri Aug 12 2016 23:05:59 GMT+0000 (UTC)"
"Free Ballerz","theLiNtY","Fri Aug 12 2016 23:05:04 GMT+0000 (UTC)"
"RlBeasts","luki26_2001",
"Synergized","Mark__Jones","Fri Aug 12 2016 23:05:59 GMT+0000 (UTC)"
"Three Muffketeers","Smitty-Licious","Fri Aug 12 2016 23:06:14 GMT+0000 (UTC)"
"The Weekend Warriors","j0SH","Fri Aug 12 2016 23:09:45 GMT+0000 (UTC)"
"Finger Puppet Mafia","KingWizard","Fri Aug 12 2016 23:03:09 GMT+0000 (UTC)"
"Finger Puppet Mafia","Scaper","Fri Aug 12 2016 23:03:09 GMT+0000 (UTC)"
"Finger Puppet Mafia","Grouchy","Fri Aug 12 2016 23:03:09 GMT+0000 (UTC)"
"Quasar Knights","[QK]DxCubed","Fri Aug 12 2016 23:02:15 GMT+0000 (UTC)"
"Team Expozzia","DudeWithTheNose","Fri Aug 12 2016 23:00:07 GMT+0000 (UTC)"
"Firebrand Esports NA (B)","Fir3 | AcrewOfMidgets","Fri Aug 12 2016 23:05:12 GMT+0000 (UTC)"
"Firebrand Esports NA (B)","Biddles","Fri Aug 12 2016 23:05:12 GMT+0000 (UTC)"
"Firebrand Esports NA (B)","HiroLord","Fri Aug 12 2016 23:05:12 GMT+0000 (UTC)"
"Sky & Beyond","tmandoeswork","Fri Aug 12 2016 23:31:20 GMT+0000 (UTC)"
"Rocket Cocks","Fatality","Fri Aug 12 2016 23:45:15 GMT+0000 (UTC)"
"DId you not have boost?","{SyN}Fablevil","Fri Aug 12 2016 23:40:28 GMT+0000 (UTC)"
"Sky & Beyond","EpicSeanDC","Fri Aug 12 2016 23:31:20 GMT+0000 (UTC)"
"Lemonade For Turtles","Squishy Muffinz","Fri Aug 12 2016 23:55:25 GMT+0000 (UTC)"
"Lemonade For Turtles","Epicjonny","Fri Aug 12 2016 23:55:25 GMT+0000 (UTC)"
"Lemonade For Turtles","Skyzz","Fri Aug 12 2016 23:55:25 GMT+0000 (UTC)"
