"teamName","inGameName","checkedInAt"
"Firebrand eSports Inferno","Jarrrrl","Fri Aug 19 2016 23:00:53 GMT+0000 (UTC)"
"Definitely NOT iBuyPower Cosmic","Jayb1234_","Fri Aug 19 2016 23:02:23 GMT+0000 (UTC)"
"Definitely NOT iBuyPower Cosmic","Jayson_G12","Fri Aug 19 2016 23:02:23 GMT+0000 (UTC)"
"Advancing Challenges","Mago","Fri Aug 19 2016 23:40:03 GMT+0000 (UTC)"
"0 Facts Given","Mr_fureee","Fri Aug 19 2016 23:10:02 GMT+0000 (UTC)"
"Mythic","OhCoolStoryBruh","Fri Aug 19 2016 23:03:12 GMT+0000 (UTC)"
"Retrograde","Krouch",
"Firebrand eSports NA","Decibel","Fri Aug 19 2016 23:03:24 GMT+0000 (UTC)"
"Karma Whores","Serser0","Fri Aug 19 2016 23:28:32 GMT+0000 (UTC)"
"The Fly Boyz","Nebula",
"ohlarac aob","Firefox","Fri Aug 19 2016 23:03:06 GMT+0000 (UTC)"
"burp simpson","King Wizard","Fri Aug 19 2016 23:02:09 GMT+0000 (UTC)"
"A Passing Fancy","chucknorrispwns","Fri Aug 19 2016 23:02:24 GMT+0000 (UTC)"
"Firebrand eSports Inferno","September","Fri Aug 19 2016 23:00:53 GMT+0000 (UTC)"
"Retrograde","TheClasse",
"M-m-m-my KKona","HeFty","Fri Aug 19 2016 23:36:04 GMT+0000 (UTC)"
"Superposition","Klexic","Fri Aug 19 2016 23:06:07 GMT+0000 (UTC)"
"ohlarac aob","Freedom","Fri Aug 19 2016 23:03:06 GMT+0000 (UTC)"
"Advancing Challenges","Haseo","Fri Aug 19 2016 23:40:03 GMT+0000 (UTC)"
"vVv Gaming","Azazel","Fri Aug 19 2016 23:01:12 GMT+0000 (UTC)"
"ohlarac aob","theKillah!","Fri Aug 19 2016 23:03:06 GMT+0000 (UTC)"
"Lions Kings","Miltxn","Fri Aug 19 2016 23:09:45 GMT+0000 (UTC)"
"Lions Kings","Nagat0'","Fri Aug 19 2016 23:09:45 GMT+0000 (UTC)"
"Make 'em Pay","KiNG","Fri Aug 19 2016 23:17:42 GMT+0000 (UTC)"
"Quasar Knights","[QK]Takashiro",
"vVv Gaming","Ecko","Fri Aug 19 2016 23:01:12 GMT+0000 (UTC)"
"TheBattleBeer","TBB | RubiiksHD","Fri Aug 19 2016 23:01:17 GMT+0000 (UTC)"
"Lions Kings","NickoLDM","Fri Aug 19 2016 23:09:45 GMT+0000 (UTC)"
"Quasar Knights","[QK] Dirrty Harry",
"Lions Kings","Pulga Nob","Fri Aug 19 2016 23:09:45 GMT+0000 (UTC)"
"Quasar Knights","Agent207",
"Firebrand eSports NA","Chaotyk","Fri Aug 19 2016 23:03:24 GMT+0000 (UTC)"
"Firebrand eSports Inferno","MrChaotyk","Fri Aug 19 2016 23:00:53 GMT+0000 (UTC)"
"vVv Gaming","Alcapwn","Fri Aug 19 2016 23:01:12 GMT+0000 (UTC)"
"Quasar Knights","[QK] |APx| BärenMWx10",
"Okay.","Mawile","Fri Aug 19 2016 23:42:20 GMT+0000 (UTC)"
"Hardcore Boostiality","Rito_Dorito","Fri Aug 19 2016 23:28:14 GMT+0000 (UTC)"
"Banana Squad","Hydra","Fri Aug 19 2016 23:21:57 GMT+0000 (UTC)"
"Lions Kings","RC | Makf","Fri Aug 19 2016 23:09:45 GMT+0000 (UTC)"
"Hardcore Boostiality","Fmds","Fri Aug 19 2016 23:28:14 GMT+0000 (UTC)"
"Hardcore Boostiality","Velum","Fri Aug 19 2016 23:28:14 GMT+0000 (UTC)"
"Hardcore Boostiality","Dat Boi","Fri Aug 19 2016 23:28:14 GMT+0000 (UTC)"
"Invictus","Haku","Fri Aug 19 2016 23:00:45 GMT+0000 (UTC)"
"Make 'em Pay","C0M0D0","Fri Aug 19 2016 23:17:42 GMT+0000 (UTC)"
"Firebrand eSports NA","Lazarus","Fri Aug 19 2016 23:03:24 GMT+0000 (UTC)"
"Invictos","[IVT] JoelRC14","Fri Aug 19 2016 23:04:34 GMT+0000 (UTC)"
"Invictos","[IVT] DRMS","Fri Aug 19 2016 23:04:34 GMT+0000 (UTC)"
"Stuck in Prospect","Cactus",
"Impassion","[Imp] FPxGamer",
"Banana Squad","blaze","Fri Aug 19 2016 23:21:57 GMT+0000 (UTC)"
"Banana Squad","Kattastrophy","Fri Aug 19 2016 23:21:57 GMT+0000 (UTC)"
"Sympathy eSports","Symp | Connor","Fri Aug 19 2016 23:04:55 GMT+0000 (UTC)"
"Momentum","Watsupmijo_24","Fri Aug 19 2016 23:12:11 GMT+0000 (UTC)"
"Momentum","Timi_f","Fri Aug 19 2016 23:12:11 GMT+0000 (UTC)"
"HYPEGaming","Javi sweatpants","Fri Aug 19 2016 23:28:44 GMT+0000 (UTC)"
"HYPEGaming","Kaiijuu","Fri Aug 19 2016 23:28:44 GMT+0000 (UTC)"
"Ironhype","Loomin | Twitch.tv/Ironhype","Fri Aug 19 2016 23:31:55 GMT+0000 (UTC)"
"Ironhype","Attackerby","Fri Aug 19 2016 23:31:55 GMT+0000 (UTC)"
"Ironhype","J.RAx","Fri Aug 19 2016 23:31:55 GMT+0000 (UTC)"
"TeamProdigy","Prodigy | Aegis","Fri Aug 19 2016 23:03:12 GMT+0000 (UTC)"
"TeamProdigy","Prodigy | Heist","Fri Aug 19 2016 23:03:12 GMT+0000 (UTC)"
"vVv Gaming","HadABradDay","Fri Aug 19 2016 23:01:12 GMT+0000 (UTC)"
"Ironhype","Nc! Satthew","Fri Aug 19 2016 23:31:55 GMT+0000 (UTC)"
"A Passing Fancy","Hypnagogia0","Fri Aug 19 2016 23:02:24 GMT+0000 (UTC)"
"A Passing Fancy","Jerry","Fri Aug 19 2016 23:02:24 GMT+0000 (UTC)"
"Deception","Bell","Fri Aug 19 2016 23:30:03 GMT+0000 (UTC)"
"Deception","Fireworks","Fri Aug 19 2016 23:30:03 GMT+0000 (UTC)"
"A Spoon and some utensils","felixgg123","Fri Aug 19 2016 23:06:26 GMT+0000 (UTC)"
"A Spoon and some utensils","Expozzia","Fri Aug 19 2016 23:06:26 GMT+0000 (UTC)"
"No Hands Gaming","NoH | Ghent","Fri Aug 19 2016 23:01:19 GMT+0000 (UTC)"
"TeamProdigy","Prodigy | Ill","Fri Aug 19 2016 23:03:12 GMT+0000 (UTC)"
"Danger Zone","Flinney McMillon","Fri Aug 19 2016 23:00:53 GMT+0000 (UTC)"
"Hardcore Boostiality","Bam Bam","Fri Aug 19 2016 23:28:14 GMT+0000 (UTC)"
"The Warriors of Rocket League","|TWR| Bruno_Neves™","Fri Aug 19 2016 23:03:59 GMT+0000 (UTC)"
"The Warriors of Rocket League","|TWR| Pedroca_","Fri Aug 19 2016 23:03:59 GMT+0000 (UTC)"
"The Warriors of Rocket League","|TWR| The killer Gamer 2304","Fri Aug 19 2016 23:03:59 GMT+0000 (UTC)"
"The Warriors of Rocket League","|TWR| KODAA","Fri Aug 19 2016 23:03:59 GMT+0000 (UTC)"
"The Warriors of Rocket League","VyTor","Fri Aug 19 2016 23:03:59 GMT+0000 (UTC)"
"Impassion","[Imp] theHunterOfDoom",
"Impassion","[Imp] Parham",
"Stuck in Challenger","Fafnir","Fri Aug 19 2016 23:03:44 GMT+0000 (UTC)"
"Stuck in Prospect","Skrrt",
"Wings","Répi","Fri Aug 19 2016 23:14:22 GMT+0000 (UTC)"
"Wings","Ninja23509","Fri Aug 19 2016 23:14:22 GMT+0000 (UTC)"
"Wings","Diplex","Fri Aug 19 2016 23:14:22 GMT+0000 (UTC)"
"Stage 1 Hypertension","InanimateJ","Fri Aug 19 2016 23:01:11 GMT+0000 (UTC)"
"Stage 1 Hypertension","Minamacky","Fri Aug 19 2016 23:01:11 GMT+0000 (UTC)"
"Stage 1 Hypertension","Turtlebear","Fri Aug 19 2016 23:01:11 GMT+0000 (UTC)"
"Karma Whores","Barrax","Fri Aug 19 2016 23:28:32 GMT+0000 (UTC)"
"Team Lag Triangle [NAE]","trebel360","Fri Aug 19 2016 23:04:27 GMT+0000 (UTC)"
"Superposition","Nomad","Fri Aug 19 2016 23:06:07 GMT+0000 (UTC)"
"Impassion","[Imp] ToxicLion",
"Definitely NOT iBuyPower Cosmic","Tysmooth3","Fri Aug 19 2016 23:02:23 GMT+0000 (UTC)"
"Impassion","[Imp] Christian",
"Wings","Liberato","Fri Aug 19 2016 23:14:22 GMT+0000 (UTC)"
"Taco geek rule","Sir Kitboard","Fri Aug 19 2016 23:09:40 GMT+0000 (UTC)"
"Firebrand eSports NA","Makro","Fri Aug 19 2016 23:03:24 GMT+0000 (UTC)"
"Make 'em Pay","jabroke","Fri Aug 19 2016 23:17:42 GMT+0000 (UTC)"
"Retrograde","Kelso",
"Retrograde","Icicicile",
"Retrograde","Dunksley",
"Litva-Gaming","Fizzas",
"A Passing Fancy","Taylor Drift","Fri Aug 19 2016 23:02:24 GMT+0000 (UTC)"
"Legacy Esports NA","phat man","Fri Aug 19 2016 23:22:48 GMT+0000 (UTC)"
"Legacy Esports NA","Kri0s","Fri Aug 19 2016 23:22:48 GMT+0000 (UTC)"
"Legacy Esports NA","Rocket Van Persie","Fri Aug 19 2016 23:22:48 GMT+0000 (UTC)"
"Legacy Esports NA","Squire","Fri Aug 19 2016 23:22:48 GMT+0000 (UTC)"
"Legacy Esports NA","Calik","Fri Aug 19 2016 23:22:48 GMT+0000 (UTC)"
"No Hands Gaming","NoH | Checopster","Fri Aug 19 2016 23:01:19 GMT+0000 (UTC)"
"Backflips Anonymous","D-rekt","Fri Aug 19 2016 23:01:08 GMT+0000 (UTC)"
"Off the Crossbar","xCorp_90x",
"Retrograde","heshfromtexas",
"Stuck in Prospect","Rekless Shark",
"Ironhype","ColemanA","Fri Aug 19 2016 23:31:55 GMT+0000 (UTC)"
"Ridaz","oXxWATTxXo",
"Sparkz","[SPZ] Gooseman245",
"Quasar Knights","[QK] Kooby",
"Quasar Knights","Jakey",
"NinJers","Ruckuss",
"Stuck in Challenger","Skrrt","Fri Aug 19 2016 23:03:44 GMT+0000 (UTC)"
"Deception","Vince","Fri Aug 19 2016 23:30:03 GMT+0000 (UTC)"
"Leviathans of Rocket Drifting","LoRD Sylanthus","Fri Aug 19 2016 23:14:37 GMT+0000 (UTC)"
"Leviathans of Rocket Drifting","LoRD BroFather","Fri Aug 19 2016 23:14:37 GMT+0000 (UTC)"
"Leviathans of Rocket Drifting","LoRD mokio","Fri Aug 19 2016 23:14:37 GMT+0000 (UTC)"
"Leviathans of Rocket Drifting","LoRD HoraryHellfire","Fri Aug 19 2016 23:14:37 GMT+0000 (UTC)"
"M-m-m-my KKona","ENIGMA_PLEASE","Fri Aug 19 2016 23:36:04 GMT+0000 (UTC)"
"Firebrand eSports NA","SigmaBlack","Fri Aug 19 2016 23:03:24 GMT+0000 (UTC)"
"Desperado","MatkoSK",
"Cosmic Unicorn","Moltapor","Fri Aug 19 2016 23:19:14 GMT+0000 (UTC)"
"Breakfast At 9","Outsid3_Shoot3r","Fri Aug 19 2016 23:25:59 GMT+0000 (UTC)"
"Breakfast At 9","Achlys15","Fri Aug 19 2016 23:25:59 GMT+0000 (UTC)"
"Breakfast At 9","Silver_Saviior","Fri Aug 19 2016 23:25:59 GMT+0000 (UTC)"
"October Sky","MythicPinkMist","Fri Aug 19 2016 23:09:57 GMT+0000 (UTC)"
"The Weekend Warriors","j0SHw","Fri Aug 19 2016 23:50:56 GMT+0000 (UTC)"
"Quasar Knights","[QK]DxCubed",
"M-m-m-my KKona","Fatality","Fri Aug 19 2016 23:36:04 GMT+0000 (UTC)"
"Momentum","J_knaps","Fri Aug 19 2016 23:12:11 GMT+0000 (UTC)"
"Lemonade For Turtles","SquishyMuffinz","Fri Aug 19 2016 23:06:02 GMT+0000 (UTC)"
"Cosmic Unicorn","Urbegon","Fri Aug 19 2016 23:19:14 GMT+0000 (UTC)"
"Cosmic Unicorn","Armagedon123123","Fri Aug 19 2016 23:19:14 GMT+0000 (UTC)"
"Cosmic Unicorn","Dark_asterix","Fri Aug 19 2016 23:19:14 GMT+0000 (UTC)"
"Team Lag Triangle [NAE]","jives13","Fri Aug 19 2016 23:04:27 GMT+0000 (UTC)"
"Team Lag Triangle [NAE]","blastifize","Fri Aug 19 2016 23:04:27 GMT+0000 (UTC)"
"Deadly 3","Antheboss23","Fri Aug 19 2016 23:04:55 GMT+0000 (UTC)"
"Litva-Gaming","Acid",
"Litva-Gaming","barkezas \o/",
"EnD","waahg_",
"LGBT Community","u_r_uglie",
"ZeN","Swoops","Fri Aug 19 2016 23:16:22 GMT+0000 (UTC)"
"Deadly 3","shidoniplays","Fri Aug 19 2016 23:04:55 GMT+0000 (UTC)"
"Cosmic Unicorn","xxraligunxx","Fri Aug 19 2016 23:19:14 GMT+0000 (UTC)"
"No Hands Gaming","NoH | Roylan","Fri Aug 19 2016 23:01:19 GMT+0000 (UTC)"
"The Calculators","darknight56783","Fri Aug 19 2016 23:22:18 GMT+0000 (UTC)"
"The Calculators","konaintayab","Fri Aug 19 2016 23:22:18 GMT+0000 (UTC)"
"The Calculators","hasthebants","Fri Aug 19 2016 23:22:18 GMT+0000 (UTC)"
"Stuck in Challenger","Kyle","Fri Aug 19 2016 23:03:44 GMT+0000 (UTC)"
"TeamProdigy","Prodigy | Human","Fri Aug 19 2016 23:03:12 GMT+0000 (UTC)"
"Rocketo PAAAANCH!","TheArsenal1414","Fri Aug 19 2016 23:01:14 GMT+0000 (UTC)"
"Rocketo PAAAANCH!","DeviousBoy8","Fri Aug 19 2016 23:01:14 GMT+0000 (UTC)"
"Rocketo PAAAANCH!","vicdamoun_10","Fri Aug 19 2016 23:01:14 GMT+0000 (UTC)"
"Rocketo PAAAANCH!","AlkaSulz5","Fri Aug 19 2016 23:01:14 GMT+0000 (UTC)"
"Rocketo PAAAANCH!","SanguineAssasin7","Fri Aug 19 2016 23:01:14 GMT+0000 (UTC)"
"Rocketo PAAAANCH!","Herp-Uhh-Derp","Fri Aug 19 2016 23:01:14 GMT+0000 (UTC)"
"Rocketo PAAAANCH!","Killzonerare","Fri Aug 19 2016 23:01:14 GMT+0000 (UTC)"
"Rocketo PAAAANCH!","TheLastAvenger5","Fri Aug 19 2016 23:01:14 GMT+0000 (UTC)"
"Rocketo PAAAANCH!","BigWheel","Fri Aug 19 2016 23:01:14 GMT+0000 (UTC)"
"MoDz","StratoGeorge","Fri Aug 19 2016 23:13:17 GMT+0000 (UTC)"
"TheBattleBeer","TBB | #Mooose","Fri Aug 19 2016 23:01:17 GMT+0000 (UTC)"
"TheBattleBeer","TBB | Kazeq","Fri Aug 19 2016 23:01:17 GMT+0000 (UTC)"
"Hail FC","king-azoz-11188","Fri Aug 19 2016 23:24:37 GMT+0000 (UTC)"
"One Round and Down","NickKnack15","Fri Aug 19 2016 23:22:15 GMT+0000 (UTC)"
"The Calculators","JJLudwig","Fri Aug 19 2016 23:22:18 GMT+0000 (UTC)"
"Calculated","Thehate","Fri Aug 19 2016 23:10:50 GMT+0000 (UTC)"
"VAPE","KODAK","Fri Aug 19 2016 23:10:41 GMT+0000 (UTC)"
"Taco geek rule","Derka","Fri Aug 19 2016 23:09:40 GMT+0000 (UTC)"
"Taco geek rule","enestor27","Fri Aug 19 2016 23:09:40 GMT+0000 (UTC)"
"Taco geek rule","M3alem","Fri Aug 19 2016 23:09:40 GMT+0000 (UTC)"
"Invictos","[IVT] Injustice","Fri Aug 19 2016 23:04:34 GMT+0000 (UTC)"
"All Boys School","ChoppingLemons","Fri Aug 19 2016 23:53:27 GMT+0000 (UTC)"
"Stage 1 Hypertension","Sneaux","Fri Aug 19 2016 23:01:11 GMT+0000 (UTC)"
"VAPE","yungtangl0rd","Fri Aug 19 2016 23:10:41 GMT+0000 (UTC)"
"VAPE","BRESVI","Fri Aug 19 2016 23:10:41 GMT+0000 (UTC)"
"Funky Gorrillaz","Yoda100400","Fri Aug 19 2016 23:00:59 GMT+0000 (UTC)"
"Hail FC","ali-666ss","Fri Aug 19 2016 23:24:37 GMT+0000 (UTC)"
"Hail FC","arabian--sparta","Fri Aug 19 2016 23:24:37 GMT+0000 (UTC)"
"burp simpson","byrdman","Fri Aug 19 2016 23:02:09 GMT+0000 (UTC)"
"burp simpson","sir timbers","Fri Aug 19 2016 23:02:09 GMT+0000 (UTC)"
"Flaming Meatballs","AlexC","Fri Aug 19 2016 23:31:38 GMT+0000 (UTC)"
"Lemonade For Turtles","Epicjonny17","Fri Aug 19 2016 23:06:02 GMT+0000 (UTC)"
"Lemonade For Turtles","Gimmick","Fri Aug 19 2016 23:06:02 GMT+0000 (UTC)"
"Flaming Meatballs","Yung Walrus [Lf Inner Peace]","Fri Aug 19 2016 23:31:38 GMT+0000 (UTC)"
"Flaming Meatballs","Gotta Go...Fast","Fri Aug 19 2016 23:31:38 GMT+0000 (UTC)"
"Deception","CorruptedG","Fri Aug 19 2016 23:30:03 GMT+0000 (UTC)"
"A Spoon and some utensils","s3b","Fri Aug 19 2016 23:06:26 GMT+0000 (UTC)"
"0 Facts Given","Chicago","Fri Aug 19 2016 23:10:02 GMT+0000 (UTC)"
"The Fly Boyz","Sigma",
"October Sky","DietBroccoli","Fri Aug 19 2016 23:09:57 GMT+0000 (UTC)"
"October Sky","mdico91","Fri Aug 19 2016 23:09:57 GMT+0000 (UTC)"
"A Passing Fancy","2 kids in a trench coat","Fri Aug 19 2016 23:02:24 GMT+0000 (UTC)"
"Make 'em Pay","Absilute","Fri Aug 19 2016 23:17:42 GMT+0000 (UTC)"
"Deadly 3","Zach535","Fri Aug 19 2016 23:04:55 GMT+0000 (UTC)"
"Karma Whores","Mr_Lovette","Fri Aug 19 2016 23:28:32 GMT+0000 (UTC)"
"Banana Squad","ASUHborg","Fri Aug 19 2016 23:21:57 GMT+0000 (UTC)"
"Winkeys Out for Monkey Man","Colt","Fri Aug 19 2016 23:14:30 GMT+0000 (UTC)"
"Lemonade For Turtles","Skyzz","Fri Aug 19 2016 23:06:02 GMT+0000 (UTC)"
"Mythic","Cheiffa","Fri Aug 19 2016 23:03:12 GMT+0000 (UTC)"
"Backflips Anonymous","chatt324","Fri Aug 19 2016 23:01:08 GMT+0000 (UTC)"
"Backflips Anonymous","Mohulis","Fri Aug 19 2016 23:01:08 GMT+0000 (UTC)"
"Superposition","Pepper","Fri Aug 19 2016 23:06:07 GMT+0000 (UTC)"
"Uh Oh, Here We Go!","gibmireinfas","Fri Aug 19 2016 23:53:30 GMT+0000 (UTC)"
"HYPEGaming","HighFalleN","Fri Aug 19 2016 23:28:44 GMT+0000 (UTC)"
"The Weekend Warriors","SlimSchadey","Fri Aug 19 2016 23:50:56 GMT+0000 (UTC)"
"The Weekend Warriors","Science Museum","Fri Aug 19 2016 23:50:56 GMT+0000 (UTC)"
